时间,tout,two,twi,ta,tpo,tpi,tin,t排,twi无,ta无,tpo无,tpi无,twi上,twi中,twi下,ta上,ta中,ta下,tpo上,tpo中,tpo下,tpi上,tpi中,tpi下,twi模拟,ta模拟,tpo模拟,tpi模拟,twi无_模拟,ta无_模拟,tpo无_模拟,tpi无_模拟,ta模拟2,tpo模拟2,tpi模拟2,ta无_模拟2,tpo无_模拟2,tpi无_模拟2
2018-10-05 10:28:00.369,28.190872,31.486104,19.795532333333334,19.491777333333328,19.287096,17.892448333333334,17.035365,20.529169,21.824742,20.499827,20.551946,18.972812,20.055884,19.759513,19.5712,19.427026,19.656925,19.391381,19.74475,19.268805,18.847733,18.382536,18.296903,16.997906,19.795532333333334,19.491777333333328,19.287096,17.892448333333334,21.824742,20.499827,20.551946,18.972812,19.491777333333328,19.287096,17.892448333333334,20.499827,20.551946,18.972812
2018-10-05 10:29:00.369,30.417224,31.595147,19.804775333333332,19.508108,19.293986999999998,17.874717999999998,16.921023,20.495496,21.824742,20.447728,20.596595,19.050606,20.067774,19.766442,19.58011,19.456648,19.615331,19.452345,19.832847,19.209162,18.839952,18.439091,18.286294,16.898769,19.85396210683856,19.462410043811765,19.190778800086747,17.360862210898077,21.860658393198513,21.189848726320317,20.915862941909584,18.130709295075928,19.437324533938213,19.172162449369065,17.360732784092633,21.169841053765683,20.90025779823788,18.130450574684357
2018-10-05 10:30:00.369,28.717682,31.578294,19.815007666666673,19.614651666666663,19.334235333333336,17.906446666666668,16.890984,20.562843,21.829715,20.44001,20.563852,19.039346,20.079663,19.77634,19.58902,19.650178,19.719799,19.473978,19.850273,19.292056,18.860377,18.417263,18.334519,16.967558,19.903777025000753,19.455968328506984,19.155656766997076,17.22029509218378,21.897447982650398,21.410757938331532,21.051110344763575,17.917426093801637,19.40313850103742,19.1161567923426,17.21979502309435,21.366424422293147,21.016186771113123,17.916386466008973
2018-10-05 10:31:00.369,28.11921,31.625877000000006,19.822929666666667,19.574895666666666,19.316682,17.909781333333328,16.825092,20.490685,21.827726,20.455446,20.537063,19.045488,20.089571,19.783268,19.59595,19.557362,19.713996,19.453329,19.797996,19.281947,18.870103,18.430161,18.331625,16.967558,19.946616649854125,19.453572142018444,19.124714350469095,17.118544318021314,21.931750756757143,21.49646371525233,21.110465120546092,17.79498973732328,19.374049881047164,19.06439379632901,17.117406690975624,21.423504264714254,21.05210851709842,17.792489023435095
2018-10-05 10:32:00.369,27.966203000000004,31.679407,19.830852666666672,19.59797333333333,19.358659666666664,17.935894666666666,16.721409,20.513775,21.82872,20.421678,20.519203,19.102809,20.101461,19.789207,19.60189,19.654128,19.713996,19.425796,19.891902,19.331481,18.852596,18.464888,18.391424,16.951372,19.98368963329745,19.450610486529825,19.094908453051552,17.00992587779509,21.962871895979617,21.538395501361904,21.13803361434313,17.688296443388108,19.347272623663983,19.015416950128206,17.007927196051387,21.43849335879603,21.056886780238358,17.683659999933692
2018-10-05 10:33:00.369,28.202493,31.442486,19.839105,19.598251333333334,19.367383666666665,17.949294666666667,16.954938000000002,20.537828,21.830709,20.495968,20.583696,19.093597,20.111369,19.796136,19.60981,19.582047,19.764295,19.448412,19.869635,19.326427,18.906089,18.47481,18.372134,17.00094,20.016121113203386,19.44990292122665,19.073017896282305,17.11198458296831,21.990969586984267,21.564979342075677,21.154277170687877,17.763342437325026,19.325929285014414,18.976459489162195,17.108975090833525,21.44062063568164,21.051755644832006,17.756020103554253
2018-10-05 10:34:00.369,29.451729,31.394904,19.848348,19.610126333333326,19.358703,17.940041333333333,16.941372,20.592668,21.830709,20.448693,20.645213,19.095644,20.12524,19.802074,19.61773,19.555388,19.743982,19.531009,19.86189,19.279925,18.934294,18.485724,18.335483,16.998917000000002,20.044886725945553,19.453169083897496,19.060837938129527,17.11153124189466,22.016437297915502,21.58595300231075,21.167530427325147,17.761695407626128,19.311802708123214,18.949539574093322,17.10743763984707,21.43813487802252,21.044131224238228,17.751288298111774
2018-10-05 10:35:00.369,30.149945,31.679407,19.85659933333333,19.663275666666667,19.405908333333333,17.956680000000006,16.801835999999998,20.552259,21.833693,20.437115,20.526149,19.116116,20.133166,19.811972,19.62466,19.686712,19.82717,19.475945,19.931594,19.381015,18.905116,18.473818,18.395282,17.00094,20.070691332672745,19.45866347971329,19.0536724794256,17.022294239554395,22.039656669844604,21.604201548521218,21.179240964804993,17.68885394949456,19.301884721478526,18.929140561931465,17.017103089709515,21.436086760205512,21.03730267044936,17.675124815300613
2018-10-05 10:36:00.369,30.271964,31.973823,19.861552,19.649921,19.418555666666666,17.934469,16.599315,20.614796,21.835682,20.53649,20.624377,19.185721,20.142084,19.813952,19.62862,19.647216,19.80202,19.500527,19.949019,19.357765,18.948883,18.510529,18.336448,16.956429999999994,20.093961325792137,19.463004069204175,19.044982548287347,16.874515848520698,22.060920374841924,21.62000493133123,21.18817783893121,17.56725305238695,19.291077340264124,18.907511513968533,16.868246308092413,21.43312585862662,21.02886693541996,17.550100376134278
2018-10-05 10:37:00.369,27.656315000000006,32.135405,19.869804000000002,19.614020333333333,19.407499333333334,17.908699666666667,16.62354,20.659053,21.834687,20.48439,20.611478,19.130446,20.151992,19.82187,19.63555,19.583035,19.817497,19.441529,19.91804,19.376972,18.927486,18.486717,18.3133,16.926082,20.115035271188184,19.46568448810929,19.03479587492384,16.84922061591526,22.080479445882844,21.633776638317084,21.194993787509027,17.54470278265613,19.281562605201884,18.88667208776872,16.841917964661885,21.427948646104568,21.01823293440284,17.524103178184117
