时间,twi模拟,ta模拟,tpo模拟,tpi模拟,twi无_模拟,ta无_模拟,tpo无_模拟,tpi无_模拟,ta模拟2,tpo模拟2,tpi模拟2,ta无_模拟2,tpo无_模拟2,tpi无_模拟2
2018-09-26 02:30:00.344,19.406016612493435,18.041905886214074,17.384543935485524,15.481868723769635,23.159807165721148,22.516668515021554,21.8726337315882,16.675349568844833,18.72844079633057,17.901964647210598,15.491847727369564,21.877119427105363,21.289178528980756,16.563672664476222
2018-09-26 02:31:00.344,19.40432336561392,18.039404661317235,17.381180964611055,15.413881874617147,23.157958685900187,22.51485751762003,21.870714864713218,16.62751418633342,18.725384440569535,17.898180939398873,15.423852513302505,21.875790472606408,21.28760567814152,16.51579532127271
2018-09-26 02:32:00.344,19.402508906231812,18.035405678924974,17.375717808405533,15.419923994094379,23.15608720328642,22.512768692837998,21.868248922301394,16.629557139145376,18.72144284693088,17.892733187582866,15.429887449270723,21.873229316672194,21.284757740821362,16.517806753387312
2018-09-26 02:33:00.344,19.400622676095942,18.03199876774881,17.371741111563153,15.448234969019651,23.15419810575281,22.51066633064544,21.86592551023443,16.648524937644883,18.71738149186184,17.888272771749712,15.458191826648331,21.870915784453423,21.282262082050774,16.536745808481832
2018-09-26 02:34:00.344,19.398659777146175,18.02829030848019,17.36710883671537,15.40283069944943,23.152289599846153,22.50847917726797,21.863410946911127,16.616252103699466,18.712874211588375,17.88306129112022,15.412780534623097,21.868604278065092,21.279629234306853,16.50444492568203
2018-09-26 02:35:00.344,19.39657842184598,18.023311336981056,17.36038464590975,15.379418128179983,23.150353170988456,22.506070434668015,21.860402457051656,16.597726498412197,18.707710914834763,17.876184585845515,15.38936099340207,21.86611376716922,21.276534268997615,16.4858925171993
2018-09-26 02:36:00.344,19.394401139879864,18.018354821139493,17.354095435900255,15.39925587613845,23.14839070346701,22.503586487111175,21.85735377991837,16.609748565749314,18.703527158565105,17.870413480477307,15.409193966740716,21.862468643050256,21.272558015432807,16.49787567731179
2018-09-26 02:37:00.344,19.39219171180479,18.014613485910665,17.34995022802789,15.409747272110925,23.146412854042072,22.501218101613546,21.854661316813417,16.616426530261474,18.69962651483491,17.86614299121936,15.419682516007292,21.860256130357058,21.26995186907276,16.504508623416285
2018-09-26 02:38:00.344,19.389975799626065,18.011527443198187,17.346625178287294,15.393270767765564,23.144425638594743,22.498942128160376,21.852149730501676,16.604284944234667,18.695549995974577,17.862121440446504,15.403202749568749,21.85911110832797,21.268275727118912,16.492338938446593
2018-09-26 02:39:00.344,19.38778592035341,18.009288798727656,17.344596029955905,15.410984255152202,23.14243660248879,22.496799819259504,21.849931017815333,16.615820868068532,18.69343935668528,17.860170428187132,15.420912775528665,21.85566318367291,21.26502750391428,16.50384794743224
2018-09-26 02:40:00.344,19.385579755692085,18.006255011936034,17.340944923682805,15.365062020792427,23.140440292938127,22.494581905821466,21.84744802115467,16.58292430451107,18.689468038138234,17.855841527708552,15.374986037469258,21.853583019649662,21.262648759917976,16.47092307541532
2018-09-26 02:41:00.344,19.38334205679371,18.002753599865486,17.336706158932472,15.379125078840277,23.138434080749054,22.492291110988422,21.84483073039141,16.590949376754345,18.68642822629175,17.85191153930443,15.389045029108994,21.85077415058905,21.259594951568857,16.47891492652063
2018-09-26 02:42:00.344,19.38109110875927,17.999558696169203,17.33314078707607,15.382227354864513,23.136420930581473,22.49002277896538,21.84232013462713,16.592325095810597,18.68330872494823,17.84837999790395,15.392144445266178,21.8483381130043,21.256926287668037,16.480253795931777
2018-09-26 02:43:00.344,19.378928904145113,17.998787569405465,17.33370620464693,15.438408632521922,23.13441967721299,22.48808932384365,21.840647061763725,16.631695137519372,18.68247999593288,17.848895496757414,15.448323815230758,21.84578507039713,21.25473691415611,16.519580132885114
2018-09-26 02:44:00.344,19.37689540507318,17.99952539084846,17.336193960593928,15.421338146057524,23.13244120285001,22.486446802996163,21.839507807523248,16.62097740484313,18.68276592725773,17.851056893105696,15.431251314509623,21.84447311523406,21.25382073952735,16.508821139069763
2018-09-26 02:45:00.344,19.374959908259687,18.00013028051864,17.337986107174288,15.41131310246059,23.1304837984468,22.484886530280953,21.83839196648956,16.613894908412295,18.68412825811933,17.853371143286996,15.421225381164737,21.84353746694778,21.25316085288821,16.501712855014166
2018-09-26 02:46:00.344,19.373064662067275,17.99968031614498,17.3379423656115,15.399951582062911,23.12853875902769,22.483240678661378,21.836996087185724,16.605454106985157,18.682773899758534,17.852684541467617,15.409862577635593,21.841511235875156,21.251464208613886,16.493255494173994
2018-09-26 02:47:00.344,19.37122889934568,17.99969852020999,17.338982420497633,15.440129357561235,23.126609015649613,22.481668629322492,21.83582417476347,16.63339811337822,18.682486237779962,17.853505750954263,15.450038059113867,21.83978715207861,21.25017880258596,16.521185195857925
2018-09-26 02:48:00.344,19.369439626592765,17.999636040602898,17.339729622687912,15.414544817603636,23.12469265888057,22.48011452265011,21.834642636817296,16.616141779849453,18.681786325121852,17.853786565564562,15.424449857387529,21.8375844036375,21.248482030947297,16.50390715815566
2018-09-26 02:49:00.344,19.367691019118404,17.999557440278036,17.340451099362358,15.429497491894619,23.12278858762052,22.478577504587147,21.833482499422185,16.626311222681313,18.68126497657754,17.854175656280656,15.439397759692989,21.836889807440322,21.247960160270445,16.514060720037556
2018-09-26 02:50:00.344,19.36599521300614,17.999871189119073,17.341840805910962,15.44094645145931,23.12089882978065,22.477110436900492,21.832478349578466,16.634695603368062,18.681307958888837,17.85534867153799,15.450841512781835,21.83507591172234,21.246671672028203,16.52243369380338
2018-09-26 02:51:00.344,19.364339496353626,18.000069038760298,17.342899726702413,15.430621188492525,23.1190214195316,22.47565371866333,21.831448275207425,16.627802474671945,18.679754220817813,17.85515101205372,15.440508727528556,21.832893988360325,21.245080176666193,16.515521959591762
2018-09-26 02:52:00.344,19.362719652844977,18.000254770878623,17.343951945244516,15.442325019003555,23.117155421889745,22.474210314308596,21.830435120806705,16.63597573662145,18.67973910500851,17.856029055921343,15.452203802136099,21.831140114669914,21.243807595929248,16.5236666647482
2018-09-26 02:53:00.344,19.36114800777097,18.000814148686594,17.345640654289706,15.454160106240447,23.11530283176584,22.472830887119983,21.82956564911582,16.644696977406458,18.679411195476426,17.857047241331642,15.46402938075594,21.830675725216587,21.243620385181718,16.532367400815343
2018-09-26 02:54:00.344,19.35957933495823,18.000465637904824,17.345630324584747,15.421200356281027,23.11345575084555,22.47134829392661,21.828388214018158,16.62175364979684,18.67875966488355,17.856787735297683,15.431060314176563,21.828291259866546,21.24172524001577,16.509403351528302
2018-09-26 02:55:00.344,19.357979699257545,17.99919433040912,17.344263467178653,15.426366435836586,23.11160674688364,22.469722265762748,21.826902673783202,16.624501726246518,18.676295822522615,17.854546846855648,15.43621651075951,21.82629637282239,21.239948508113326,16.512123820683954
2018-09-26 02:56:00.344,19.356332201425115,17.997291742108604,17.342064423802356,15.419451113427034,23.10975077491498,22.467969963767693,21.82518142307449,16.619177019364397,18.673897529104405,17.851965227711162,15.429291062440088,21.824334974177365,21.238033969632173,16.50676560778722
2018-09-26 02:57:00.344,19.354685003155364,17.996274815336637,17.341594632653415,15.452959055667282,23.10789458432554,22.46629601771728,21.823734783202433,16.642427209478925,18.67210560843085,17.85090803618872,15.46278874633054,21.821948185294595,21.23599875463383,16.529972669301383
2018-09-26 02:58:00.344,19.353016540005175,17.9948164417615,17.340116093851098,15.40897052531974,23.106034471405486,22.46456225506265,21.822092970944045,16.611818094530072,18.66981437978067,17.848806677003907,15.418789684150845,21.81933813450928,21.233634257606074,16.499305388304
2018-09-26 02:59:00.344,19.3512701913655,17.991884895423702,17.336208548179876,15.390426610171238,23.10415952719302,22.462605766363282,21.81992685046656,16.59729695268632,18.66773140531934,17.84545939986645,15.40023756515126,21.817559735249887,21.231549732705037,16.484722487113164
2018-09-26 03:00:00.344,19.349488902126645,17.98954612455803,17.333764197007564,15.435616212967318,23.10227511159948,22.46066809993501,21.817946757684016,16.627967909844237,18.66489218676503,17.84263487463645,15.445420948469593,21.816143909410496,21.229921593000178,16.515344421478236
2018-09-26 03:01:00.344,19.34758967921923,17.985184595537888,17.327660328389744,15.337296642046905,23.10036598075727,22.458429006552127,21.815204354444223,16.558499176810606,18.65960307945107,17.83587308371447,15.347095203685914,21.81290441744992,21.226371838811477,16.445828689015674
2018-09-26 03:02:00.344,19.345531171980852,17.979249258464947,17.319424655785486,15.3527539778747,23.09842164470253,22.45588352825494,21.81188153532042,16.56603674515095,18.6534469789061,17.827466973049603,15.362546298770063,21.811663179427345,21.224043536561275,16.45333683935075
2018-09-26 03:03:00.344,19.34331538527252,17.972686968332603,17.310596103014905,15.335656572528581,23.09643896656578,22.45313895958474,21.80826058143963,16.552230571483854,18.646762970564332,17.818531165633274,15.345443193839216,21.809322183745156,21.22071808669941,16.439524319185022
2018-09-26 03:04:00.344,19.34095421382278,17.965850069142988,17.30152756403834,15.318269935989631,23.094417637001076,22.450258538909893,21.80444294266549,16.537888617296144,18.639752460524914,17.809325596321383,15.32805164328709,21.806046715740397,21.216613745966313,16.425185467535158
2018-09-26 03:05:00.344,19.3385436958232,17.96081809739213,17.2957289896226,15.361715869285597,23.092373515393213,22.447549019453756,21.801166308766568,16.566707926705675,18.6344055099279,17.803291443272922,15.371493146511016,21.802141292408944,21.2124186189447,16.453993737354565
2018-09-26 03:06:00.344,19.336142271825796,17.95724473042258,17.291992087536734,15.34213343504814,23.090319118847145,22.44504435946351,21.798329197750952,16.552731070167138,18.630928711772473,17.799607767406048,15.351907096767627,21.79983343559216,21.209715648189324,16.43999509595763
2018-09-26 03:07:00.344,19.33385352882821,17.956357643854925,17.292518815562534,15.400611737511918,23.088276247982215,22.442953910026045,21.796429377660285,16.59330537630671,18.630191713365633,17.800223028685327,15.410382941935024,21.797815968624104,21.207836714251634,16.480546174212517
2018-09-26 03:08:00.344,19.331646805534643,17.955446351213464,17.292224928390315,15.33748233122037,23.08624485812671,22.440972250775555,21.79456001305116,16.54962023920585,18.629113809735887,17.79980407967073,15.347251757669868,21.797534589958403,21.207278362150333,16.436862879515786
