时间,tout,two,twi,ta,tpo,tpi,tin,t排,twi无,ta无,tpo无,tpi无,301 <twi_上> (C),302 <twi_中> (C),303 <twi_下> (C),304 <ta_上> (C),305 <ta_中> (C),306 <ta_下> (C),307 <tpo_上> (C),308 <tpo_中> (C),309 <tpo_下> (C),310 <tpi_上> (C),311 <tpi_中> (C),312 <tpi_下> (C)
2018-09-27 08:44:00.344,21.647393,21.352044,18.478170000000002,18.35038833333333,17.811040000000002,16.366602333333333,15.458801999999999,18.285552,20.003813,18.800814000000003,18.813612,17.302297,18.504291000000002,18.491579,18.43864,18.109834,18.572582,18.368748999999998,17.878254000000002,17.835349,17.719517,16.554903,16.87523,15.669673999999999
2018-09-27 08:45:00.344,21.707434,21.385748,18.47586,18.3711,17.79514433333333,16.368701666666666,15.429732000000001,18.262461,20.003813,18.819146,18.797735999999997,17.28899,18.50231,18.48861,18.43666,18.114770999999998,18.621914,18.376615,17.843401999999998,17.830295,17.711736,16.536051,16.878124,15.69193
2018-09-27 08:46:00.344,21.60091,21.432339000000002,18.4752,18.340485666666666,17.786897666666665,16.376912333333333,15.51888,18.265348,20.000829,18.800814000000003,18.813612,17.291037,18.50231,18.48861,18.43468,18.067376,18.574516,18.379565,17.830817,17.79188,17.737996,16.525137,16.87523,15.73037
2018-09-27 08:47:00.344,21.720992000000003,21.479921,18.47421,18.329073333333334,17.777075333333336,16.377037666666666,15.477213,18.296135,19.999835,18.814322,18.802697,17.305367999999998,18.5033,18.48564,18.43369,18.091073,18.569679999999998,18.326467,17.812423000000003,17.833327,17.685476,16.525137,16.908988,15.696988000000001
2018-09-27 08:48:00.344,21.464366000000002,21.529486,18.474209333333334,18.337051666666664,17.763780999999998,16.358908666666668,15.45105,18.334619,19.999835,18.774765,18.875128,17.297179,18.500328,18.48564,18.43666,18.048614999999998,18.538726,18.423814,17.815327,17.756498999999998,17.719517,16.570778,16.844366,15.661582000000001
2018-09-27 08:49:00.344,21.806210999999998,21.573104,18.470908666666663,18.349363,17.770841333333333,16.36419666666667,15.513066,18.293249,19.996851,18.766082,18.875128,17.298202,18.496365,18.483660999999998,18.4327,18.091073,18.575484,18.381532,17.817263,17.776717,17.718544,16.549942,16.838579,15.704069
2018-09-27 08:50:00.344,21.545710999999997,21.610773000000002,18.471569,18.37941133333333,17.780837666666667,16.380036999999998,15.527601,18.299982999999997,19.995857,18.768976000000002,18.871159,17.30025,18.497356,18.483660999999998,18.43369,18.114770999999998,18.600633,18.422829999999998,17.835657,17.774695,17.732160999999998,16.58963,16.864621,15.68586
2018-09-27 08:51:00.344,21.404325,21.636547,18.468928666666667,18.401569,17.788782333333334,16.412865666666665,15.493685999999999,18.325960000000002,19.996851,18.787307000000002,18.857267999999998,17.313556,18.496365,18.480691,18.42973,18.183889,18.582255,18.438563000000002,17.861796,17.79087,17.713681,16.603521,16.91381,15.721266
2018-09-27 08:52:00.344,21.990207,21.674216,18.471569,18.347551,17.797339333333333,16.414905,15.462678,18.333657000000002,19.997846,18.755469,18.764001999999998,17.360642000000002,18.498345999999998,18.483660999999998,18.4327,18.17599,18.568711999999998,18.297951,17.883094,17.829284,17.67964,16.581692999999998,16.963,15.700022
2018-09-27 08:53:00.344,21.543774,21.706929000000002,18.468928666666667,18.350310333333336,17.781507333333334,16.403789333333332,15.496592999999999,18.341354,19.993868,18.716877,18.828495,17.373949,18.495373999999998,18.478711999999998,18.4327,18.128595,18.531955,18.390381,17.887935,17.782782,17.673804999999998,16.606498000000002,16.910917,15.693953
2018-09-27 08:54:00.344,21.851726,21.743607,18.467608000000002,18.323113666666668,17.777665666666667,16.402245333333337,15.548919,18.278817,19.994862,18.737138,18.81758,17.333005,18.493392,18.479702,18.42973,18.09601,18.522282,18.351049,17.820168,17.804011,17.708818,16.584669,16.910917,15.71115
2018-09-27 08:55:00.344,21.927260999999998,21.796146,18.466618666666665,18.313552,17.769206333333333,16.395961333333336,15.533415,18.260537,19.992873,18.744856,18.801705,17.349382000000002,18.495373999999998,18.475742,18.428739999999998,18.086136,18.53002,18.3245,17.823072,17.801989000000003,17.682558,16.565817000000003,16.910917,15.71115
2018-09-27 08:56:00.344,21.817832,21.858598,18.467609,18.347365,17.794119,16.415623333333333,15.530508,18.336543,19.992873,18.758363,18.798729,17.36576,18.496365,18.475742,18.43072,18.114770999999998,18.587091,18.340232999999998,17.872445000000003,17.804011,17.705901,16.573755,16.942745000000002,15.73037
2018-09-27 08:57:00.344,21.596068,21.912128,18.468268666666667,18.36820866666667,17.797927666666666,16.430697666666667,15.538260000000001,18.347126,19.994862,18.761257999999998,18.809642999999998,17.36576,18.495373999999998,18.479702,18.42973,18.141431,18.618045000000002,18.34515,17.872445000000003,17.823218,17.69812,16.603521,16.936957999999997,15.751614000000002
2018-09-27 08:58:00.344,21.739391,21.950789,18.468269,18.345762666666666,17.784663,16.424910666666666,15.541167000000002,18.304794,19.991879,18.726525,18.863222,17.338123,18.496365,18.479702,18.428739999999998,18.091073,18.574516,18.371699,17.841466,17.795924,17.716599,16.603521,16.919597,15.751614000000002
2018-09-27 08:59:00.344,22.221654,21.998371,18.465628,18.417408333333334,17.81294533333333,16.448792,15.581864999999999,18.352899,19.98989,18.742926,18.82651,17.303320000000003,18.492402,18.476732000000002,18.42775,18.165128,18.67705,18.410047,17.846306,17.828273,17.764257,16.628326,16.934065,15.783985000000001
2018-09-27 09:00:00.344,21.873998999999998,22.061814000000002,18.465958333333333,18.389619,17.81334766666666,16.455983,15.54795,18.274969,19.990884,18.766082,18.797735999999997,17.394420999999998,18.494383,18.477722,18.42577,18.152292000000003,18.601601000000002,18.414964,17.894710999999997,17.840404,17.704928,16.640232,16.963964,15.763753
2018-09-27 09:01:00.344,22.640003,22.122284,18.463648666666668,18.38377766666667,17.840414,16.46267933333333,15.500469,18.303832,19.987901,18.718806,18.755072,17.413869000000002,18.494383,18.472773,18.42379,18.186851,18.599666,18.364816,17.926659,17.908134,17.686449,16.640232,17.008331,15.739475
2018-09-27 09:02:00.344,22.828841,22.188701000000002,18.462988333333332,18.408622666666666,17.82216733333333,16.481611333333333,15.560547,18.342316,19.985912,18.737138,18.791783,17.394420999999998,18.493392,18.471783,18.42379,18.189813,18.612241,18.423814,17.917946,17.848491,17.700065,16.669998,17.014118,15.760717999999999
2018-09-27 09:03:00.344,22.307842,22.264039999999998,18.464308666666668,18.417056,17.827388,16.458362,15.568299,18.378876,19.987901,18.74775,18.845361999999998,17.319698000000002,18.494383,18.473763,18.42478,18.139456,18.675114999999998,18.436597,17.871477,17.845457999999997,17.765229,16.669998,16.930207,15.774881
2018-09-27 09:04:00.344,22.158707999999997,22.312613,18.461338333333334,18.394241333333337,17.82843433333333,16.47758633333333,15.634191,18.334619,19.985912,18.744856,18.799720999999998,17.38009,18.492402,18.470793,18.420820000000003,18.128595,18.648998000000002,18.405131,17.889871,17.853545,17.741887,16.662060999999998,16.974574,15.796123999999999
2018-09-27 09:05:00.344,22.447292,22.365152,18.461669,18.372915333333335,17.844472,16.512663,15.640974,18.3808,19.986906,18.770906,18.799720999999998,17.437412,18.495373999999998,18.471783,18.41785,18.169078,18.603535,18.346133,17.928595,17.896003,17.708818,16.679920000000003,17.049805,15.808264000000001
2018-09-27 09:06:00.344,22.449228,22.409761,18.461338333333334,18.390488333333334,17.849612333333333,16.524295,15.686517000000002,18.407739000000003,19.983923,18.777659,18.889019,17.438436,18.492402,18.471783,18.419829999999997,18.135506,18.618045000000002,18.417914,17.932467000000003,17.841414999999998,17.774955,16.726554,17.020870000000002,15.825460999999999
2018-09-27 09:07:00.344,22.618698000000002,22.457342999999998,18.461338666666666,18.363368,17.87236933333333,16.548729666666667,15.6933,18.404851999999998,19.983923,18.814322,18.866198,17.483473999999998,18.494383,18.470793,18.41884,18.107859,18.595797,18.386448,17.959574,17.901058,17.756476,16.732507000000002,17.071023999999998,15.842657999999998
2018-09-27 09:08:00.344,22.234244,22.504926,18.462329,18.361421333333336,17.86398,16.56565266666667,15.714618,18.375989,19.983923,18.762222,18.837424,17.511111,18.495373999999998,18.472773,18.41884,18.110820999999998,18.592895000000002,18.380548,17.946989000000002,17.928352,17.716599,16.727546,17.110568,15.858844
2018-09-27 09:09:00.344,22.397903,22.557464000000003,18.461338666666666,18.406872333333336,17.897933,16.582275,15.684579000000001,18.372141,19.982928,18.785378,18.873144,17.483473999999998,18.494383,18.470793,18.41884,18.167103,18.62675,18.426764000000002,17.978935999999997,17.925319000000002,17.789544,16.78807,17.100923,15.857832
2018-09-27 09:10:00.344,23.108709,22.641725,18.462329,18.416268333333335,17.887648666666667,16.580277,15.653571,18.356747,19.983923,18.79599,18.868183,17.494734,18.495373999999998,18.471783,18.419829999999997,18.169078,18.647064,18.432663,17.98184,17.907123000000002,17.773982999999998,16.772195,17.105746,15.86289
2018-09-27 09:11:00.344,22.670023999999998,22.735898000000002,18.460679,18.430084333333337,17.898187666666665,16.597528666666665,15.726246,18.447185,19.983923,18.785378,18.806666,17.464026,18.494383,18.469804,18.41785,18.187839,18.7022,18.400214000000002,17.943116,17.966766,17.784681,16.732507000000002,17.118284,15.941795
2018-09-27 09:12:00.344,23.354682,22.818176,18.463979666666667,18.421833000000003,17.894925999999998,16.603084333333335,15.768882000000001,18.452957,19.982928,18.736173,18.894972,17.505993,18.497356,18.474753,18.419829999999997,18.184876000000003,18.592895000000002,18.487728,18.023469,17.898025,17.763284,16.836688,17.08742,15.885145000000001
2018-09-27 09:13:00.344,23.629707999999997,22.896489000000003,18.46364966666667,18.433935333333334,17.898058333333335,16.625744666666666,15.758223000000001,18.401004,19.984917000000003,18.79792,18.87612,17.516229,18.498345999999998,18.471783,18.420820000000003,18.187839,18.657704000000003,18.456263,18.000234,17.912178,17.781763,16.812875,17.154935000000002,15.909424
2018-09-27 09:14:00.344,23.263653,22.946054,18.464970666666666,18.427113666666667,17.907289666666667,16.617656333333333,15.705897,18.434677,19.985912,18.779589,18.814604,17.5193,18.501319,18.473763,18.419829999999997,18.201662,18.649966,18.429713,18.005075,17.950592,17.766202,16.798984,17.139503,15.914482000000001
2018-09-27 09:15:00.344,23.995763,22.982732000000002,18.466619666666666,18.378449,17.878145666666665,16.62356833333333,15.716556,18.408701,19.984917000000003,18.745821,18.773923999999997,17.53363,18.499337,18.475742,18.42478,18.179939,18.613208,18.3422,18.010883,17.928352,17.695202,16.809898999999998,17.165545,15.895260999999998
2018-09-27 09:16:00.344,22.858862,22.98868,18.467940666666667,18.477899333333333,17.920078666666665,16.639184666666665,15.764037,18.429867,19.981934,18.750645000000002,18.872151000000002,17.500875,18.50231,18.476732000000002,18.42478,18.221410000000002,18.717677,18.494611,18.005075,17.936439,17.818722,16.851571,17.142397,15.923585999999998
2018-09-27 09:17:00.344,23.235569,23.010489,18.467940666666667,18.434811,17.925653,16.672169666666665,15.793107000000001,18.47701,19.984917000000003,18.780554000000002,18.892988,17.625754,18.5033,18.475742,18.42478,18.204624,18.621914,18.477895,18.074778,17.924308,17.777873,16.910110999999997,17.184835,15.921563
2018-09-27 09:18:00.344,22.900503,23.051132,18.470911333333333,18.488418,17.980156666666666,16.728698333333334,15.962682000000001,18.51357,19.984917000000003,18.794061,18.954504,17.598117000000002,18.505282,18.477722,18.42973,18.204624,18.708004000000003,18.552626,18.076714000000003,17.978897,17.884859,16.941861,17.200267,16.043967000000002
